\N,NunamIqua,AK,189
\N,Nunapitchuk,AK,496
\N,OldHarbor,AK,218
\N,Ouzinkie,AK,175
\N,Palmer,AK,25176
\N,PedroBay,AK,44
\N,Pelican,AK,104
\N,Perryville,AK,113
\N,Petersburg,AK,3202
\N,PilotPoint,AK,80
\N,PilotStation,AK,568
\N,Platinum,AK,61
\N,PointBaker,AK,94
\N,PointHope,AK,678
\N,PointLay,AK,189
\N,PortAlexander,AK,52
\N,PortAlsworth,AK,159
\N,PortGraham,AK,9840
\N,PortHeiden,AK,102
\N,PortLions,AK,197
\N,PrtAlexander,AK,52
\N,PrudhoeBay,AK,845
\N,Quinhagak,AK,669
\N,Rampart,AK,24
\N,RedDevil,AK,25
\N,Ruby,AK,175
\N,RussianMission,AK,329
\N,RussianMsn,AK,329
\N,SNaknek,AK,79
\N,SaintGeorgeIsland,AK,102
\N,SaintMarys,AK,616
\N,SaintMichael,AK,401
\N,SaintPaul,AK,479
\N,SaintPaulIsland,AK,581
\N,Salcha,AK,1385
\N,SandPoint,AK,978
\N,Savoonga,AK,671
\N,Saxman,AK,13508
\N,ScammonBay,AK,480
\N,Selawik,AK,841
\N,Seldovia,AK,414
\N,Seward,AK,4932
\N,Shageluk,AK,83
\N,Shaktoolik,AK,251
\N,Shishmaref,AK,567
\N,Shungnak,AK,262
\N,Sitka,AK,8932
\N,Skagway,AK,968
\N,Skwentna,AK,65
\N,Slana,AK,605
\N,Sleetmute,AK,86
\N,Soldotna,AK,14191
\N,SouthNaknek,AK,79
\N,StGeorge,AK,102
\N,StGeorgeIs,AK,102
\N,StMarys,AK,616
\N,StMichael,AK,401
\N,StPaul,AK,479
\N,StPaulIsland,AK,479
\N,StPaulIsle,AK,581
\N,Stebbins,AK,556
\N,Steese,AK,0
\N,Sterling,AK,3704
\N,StevensVillage,AK,78
\N,StevensVlg,AK,78
\N,StonyRiver,AK,726
\N,Sutton,AK,1444
\N,Takotna,AK,0
\N,Talkeetna,AK,1546
\N,Tanacross,AK,124
\N,Tanana,AK,246
\N,Tatitlek,AK,88
\N,Teller,AK,254
\N,TenakeeSpgs,AK,133
\N,TenakeeSprings,AK,133
\N,ThorneBay,AK,531
\N,Togiak,AK,891
\N,Tok,AK,1659
\N,ToksookBay,AK,590
\N,TrapperCreek,AK,524
\N,Tuluksak,AK,373
\N,Tuntutuliak,AK,408
\N,Tununak,AK,325
\N,TwinHills,AK,2603
\N,TwoRivers,AK,0
\N,Tyonek,AK,373
\N,Unalakleet,AK,688
\N,Unalaska,AK,4376
\N,Uscgs,AK,0
\N,Valdez,AK,4005
\N,Venetie,AK,167
\N,Wainwright,AK,556
\N,Wales,AK,145
\N,WardCove,AK,0
\N,Wasilla,AK,55871
\N,WhiteMountain,AK,190
\N,WhiteMtn,AK,190
\N,Whittier,AK,248
\N,Willow,AK,3283
\N,Wrangell,AK,2338
\N,Yakutat,AK,662
\N,Abbeville,AL,6783
\N,Abel,AL,1599
\N,Abernant,AL,0
\N,Acmar,AL,10427
\N,Adamsville,AL,7942
\N,Addison,AL,2415
\N,Adger,AL,3121
\N,Akron,AL,1060
\N,AlabamaPort,AL,2818
\N,Alabaster,AL,26225
\N,Alberta,AL,784
\N,Albertville,AL,33924
\N,Alden,AL,2382
\N,AlexCity,AL,20816
\N,AlexanderCity,AL,20816
\N,Alexandria,AL,4603
\N,Aliceville,AL,4972
\N,Allen,AL,4977
\N,Allgood,AL,124
\N,Almond,AL,2592
\N,Alpine,AL,4546
\N,Alton,AL,0
\N,Altoona,AL,7727
\N,Andalusia,AL,19914
\N,Anderson,AL,2252
\N,Annemanie,AL,0
\N,Anniston,AL,70818
\N,Aquilla,AL,3854
\N,Arab,AL,16778
\N,Ardmore,AL,5146
\N,Ariton,AL,2770
\N,Arkadelphia,AL,3403
\N,Arley,AL,6012
\N,Arlington,AL,472
\N,Armstrong,AL,8760
\N,Ashford,AL,6187
\N,Ashland,AL,5103
\N,Ashville,AL,7319
\N,Athens,AL,53253
\N,Atmore,AL,18355
\N,Attalla,AL,12416
\N,Atwood,AL,895
\N,Auburn,AL,55272
\N,AuburnUniversity,AL,3150
\N,Autaugaville,AL,1975
\N,Avon,AL,6187
\N,Axis,AL,1481
\N,Babbie,AL,10673
\N,Baileyton,AL,2117
\N,Bakerhill,AL,16261
\N,Banks,AL,1522
\N,Bankston,AL,1021
\N,Barfield,AL,5582
\N,Barlow,AL,3854
\N,Barney,AL,5605
\N,BassettsCreek,AL,972
\N,BattensCrossroads,AL,1722
\N,BayMinette,AL,19090
\N,BayouLaBatre,AL,1983
\N,BayouLabatre,AL,1983
\N,Bazemore,AL,57
\N,BearCreek,AL,1137
\N,Beatrice,AL,1008
\N,Beaverton,AL,673
\N,Belk,AL,100
\N,BellFountain,AL,12672
\N,Bellamy,AL,329
\N,BelleMina,AL,68
\N,Bellwood,AL,285
\N,Benton,AL,1165
\N,Berry,AL,3901
\N,Bertha,AL,2938
\N,Bess,AL,18888
\N,Bessemer,AL,71463
\N,Bexar,AL,11145
\N,Bham,AL,0
\N,BigCove,AL,14216
\N,Bigbee,AL,3854
\N,Billingsley,AL,1313
\N,Birmingham,AL,493806
\N,Black,AL,595
\N,BladonSprings,AL,2143
\N,Blossburg,AL,2382
\N,BlountSprings,AL,8810
\N,Blountsville,AL,7933
\N,BlueMountain,AL,0
\N,BlueSprings,AL,3318
\N,Bluff,AL,10177
\N,BluffPark,AL,63861
\N,BluffSpring,AL,5103
\N,Boaz,AL,24535
\N,Boligee,AL,2009
\N,Bolinger,AL,2143
\N,Bolling,AL,4299
\N,BonAir,AL,66
\N,BonSecour,AL,764
\N,Booth,AL,0
\N,BordenSprings,AL,13389
\N,Boykin,AL,230
\N,Bradley,AL,536
\N,Branchville,AL,13842
\N,Brantley,AL,2566
\N,BrdnSprngs,AL,13389
\N,Bremen,AL,3403
\N,Brent,AL,5541
\N,Brewton,AL,16202
\N,Bridgeport,AL,3482
\N,Brierfield,AL,1581
\N,Brighton,AL,27139
\N,Brilliant,AL,1558
\N,Bromley,AL,19090
\N,BrookleyField,AL,391
\N,BrookleyFld,AL,391
\N,Brooklyn,AL,0
\N,Brookside,AL,297
\N,Brookwood,AL,3699
\N,Brownsboro,AL,2933
\N,Brundidge,AL,4677
\N,Bryant,AL,3582
\N,Bucks,AL,46
\N,BuenaVista,AL,1008
\N,Buhl,AL,2234
\N,Burkville,AL,1644
\N,BurntCorn,AL,8314
\N,Burntout,AL,1931
\N,Burnwell,AL,0
\N,Butler,AL,4098
\N,Bynum,AL,0
\N,CahabaHeights,AL,17328
\N,CahabaHts,AL,17328
\N,Calera,AL,14965
\N,Calvert,AL,555
\N,Camden,AL,4814
\N,CampHill,AL,2630
\N,Campbell,AL,61
\N,CampbellsCrossroads,AL,5582
\N,Canoe,AL,18355
\N,Capshaw,AL,0
\N,CarbonHill,AL,4341
\N,Cardiff,AL,297
\N,Carlton,AL,0
\N,Carolina,AL,10673
\N,CarrMill,AL,5103
\N,Carrollton,AL,3460
\N,Carson,AL,1136
\N,Castleberry,AL,2420
\N,Catherine,AL,461
\N,Cecil,AL,562
\N,CedarBluff,AL,4836
\N,CenterPoint,AL,66435
\N,Centerpoint,AL,19484
\N,Central,AL,5428
\N,Centre,AL,10087
\N,Centreville,AL,5831
\N,Chance,AL,945
\N,Chancellor,AL,1722
\N,Chapman,AL,0
\N,Chastang,AL,3690
\N,Chatom,AL,2842
\N,Chelsea,AL,9234
\N,Cherokee,AL,4043
\N,ChestnutGrove,AL,1456
\N,Chickasaw,AL,6106
\N,Childersburg,AL,7713
\N,Chisolm,AL,12997
\N,Choccolocco,AL,0
\N,Christiana,AL,1599
\N,Chrysler,AL,1773
\N,Chulafinnee,AL,8659
\N,Chunchula,AL,5431
\N,Citronelle,AL,7183
\N,Claiborne,AL,98
\N,Clanton,AL,19978
\N,Clay,AL,0
\N,Clayhatchee,AL,9072
\N,Clayton,AL,5150
\N,Cleveland,AL,3996
\N,Clinton,AL,0
\N,Clio,AL,3318
\N,Clopton,AL,590
\N,Cloverdale,AL,0
\N,CoalCity,AL,0
\N,CoalFire,AL,3668
\N,Coalburg,AL,7232
\N,Coaling,AL,11127
\N,Coatopa,AL,5468
\N,Cochrane,AL,4972
\N,Coden,AL,2818
\N,CoffeeSpgs,AL,1296
\N,CoffeeSprings,AL,1296
\N,Coffeeville,AL,1232
\N,Coker,AL,3880
\N,Collinsville,AL,6514
\N,Columbia,AL,2276
\N,Columbiana,AL,8787
\N,Comer,AL,1967
\N,Concord,AL,25436
\N,CookSprings,AL,277
\N,CoosaPines,AL,7713
\N,Coosada,AL,1123
\N,Copeland,AL,3854
\N,Cordova,AL,5605
\N,Corinth,AL,4366
\N,Cortelyou,AL,972
\N,Cottondale,AL,11127
\N,Cottonton,AL,0
\N,Cottonwood,AL,3837
\N,CountyLine,AL,2986
\N,Courtland,AL,1870
\N,Cowarts,AL,1632
\N,Coy,AL,579
\N,Cragford,AL,969
\N,CraneHill,AL,2617
\N,Creola,AL,1935
\N,Crestline,AL,13185
\N,CrestlineHeights,AL,13185
\N,CrestlineHts,AL,13185
\N,Cropwell,AL,4101
\N,Crossville,AL,8300
\N,Cuba,AL,1930
\N,Cullman,AL,41993
\N,Cusseta,AL,2129
\N,Cypress,AL,6180
\N,Dadeville,AL,8269
\N,Daleville,AL,9072
\N,Damascus,AL,16202
\N,Dannelly,AL,21306
\N,Danville,AL,5135
\N,Daphne,AL,27890
\N,DauphinIsland,AL,1237
\N,DauphinIslnd,AL,1237
\N,Daviston,AL,1570
\N,Dawson,AL,1704
\N,Dayton,AL,952
\N,DeArmanville,AL,0
\N,Deatsville,AL,13092
\N,Decatur,AL,64979
\N,DeerPark,AL,478
\N,Delmar,AL,0
\N,Delta,AL,1599
\N,Demopolis,AL,8395
\N,Detroit,AL,1044
\N,Dickert,AL,2592
\N,Dickinson,AL,531
\N,Dixiana,AL,21725
\N,Dixie,AL,10673
\N,DixonsMills,AL,1207
\N,Dixonville,AL,16202
\N,Docena,AL,414
\N,DodgeCity,AL,19427
\N,Dolomite,AL,1465
\N,Dora,AL,7944
\N,Dothan,AL,80446
\N,DoubleSpgs,AL,4680
\N,DoubleSprings,AL,4680
\N,Douglas,AL,0
\N,Dozier,AL,1746
\N,Duncanville,AL,3759
\N,Dutton,AL,2570
\N,ETallassee,AL,0
\N,EastBrewton,AL,16202
\N,EastGadsden,AL,18088
\N,EastTallassee,AL,0
\N,Eastaboga,AL,4247
\N,Echo,AL,1968
\N,Echola,AL,82
\N,Eclectic,AL,5428
\N,Eden,AL,10456
\N,Edwardsville,AL,0
\N,Egreen,AL,8314
\N,EightMile,AL,12749
\N,Elba,AL,8255
\N,Elberta,AL,6873
\N,Eldridge,AL,1186
\N,Elkmont,AL,8868
\N,Elliotsville,AL,0
\N,Elliotsvl,AL,0
\N,Elliotsvle,AL,0
\N,Elmore,AL,5729
\N,Elrod,AL,594
\N,Elsanor,AL,12672
\N,Emelle,AL,872
\N,Empire,AL,3866
\N,EnglishVillage,AL,11043
\N,Ensley,AL,7353
\N,Enterprise,AL,35530
\N,Eoline,AL,5831
\N,Epes,AL,834
\N,Eprise,AL,35530
\N,Equality,AL,1089
\N,Erin,AL,5582
\N,Estillfork,AL,288
\N,Ethelsville,AL,1952
\N,Eufaula,AL,16261
\N,Eunola,AL,5490
\N,Eutaw,AL,5061
\N,Eva,AL,2852
\N,Evergreen,AL,8314
\N,Excel,AL,583
\N,Fabius,AL,3914
\N,Fackler,AL,856
\N,FairHope,AL,27829
\N,Fairfax,AL,14576
\N,Fairfield,AL,11458
\N,Fairhope,AL,27829
\N,Falkville,AL,7388
\N,Farmersville,AL,1161
\N,Faunsdale,AL,952
\N,Fayette,AL,10177
\N,Fellowship,AL,5431
\N,Fernbank,AL,3217
\N,Fishhead,AL,1599
\N,Fitzpatrick,AL,723
\N,FivePoints,AL,1551
\N,FlatRock,AL,3914
\N,Flomaton,AL,3576
\N,Florala,AL,3555
\N,Florence,AL,63217
\N,Foley,AL,26767
\N,ForestHome,AL,491
\N,Forestdale,AL,19592
\N,ForesterChapel,AL,2592
\N,Forkland,AL,1328
\N,FortDavis,AL,156
\N,FortDeposit,AL,2339
\N,FortMitchell,AL,3719
\N,FortPayne,AL,21205
\N,FortRucker,AL,4637
\N,Fosters,AL,1749
\N,Fountain,AL,0
\N,Franklin,AL,702
\N,Frankville,AL,374
\N,FriscoCity,AL,5050
\N,Fruitdale,AL,802
\N,Fruithurst,AL,1448
\N,FtPayne,AL,4575
\N,Fulton,AL,490
\N,FultonSprings,AL,7232
\N,Fultondale,AL,7232
\N,Furman,AL,0
\N,Fyffe,AL,4914
\N,Gadsden,AL,76979
\N,Gainestown,AL,691
\N,Gainesville,AL,654
\N,Gallant,AL,1139
\N,Gallion,AL,2554
\N,Gantt,AL,57
\N,GardenCity,AL,265
\N,Gardendale,AL,15661
\N,Gateswood,AL,12672
\N,Gaylesville,AL,2870
\N,Geiger,AL,872
\N,Geneva,AL,5490
\N,Georgetown,AL,5431
\N,Georgiana,AL,4299
\N,Geraldine,AL,1589
\N,Gibsonville,AL,5103
\N,Gilbertown,AL,2417
\N,GlenAllen,AL,57
\N,GlenCity,AL,10456
\N,Glencoe,AL,6410
\N,Glenwood,AL,807
\N,Goldville,AL,2592
\N,GoodHope,AL,32057
\N,Goodsprings,AL,0
\N,Goodwater,AL,5193
\N,Goodway,AL,0
\N,Gordo,AL,6075
\N,Gordon,AL,1579
\N,Gordonville,AL,3976
\N,Goshen,AL,1913
\N,Gosport,AL,1090
\N,Grady,AL,2003
\N,Graham,AL,658
\N,GrandBay,AL,15647
\N,Grangeburg,AL,1579
\N,Grant,AL,5901
\N,Gravleeton,AL,2702
\N,Grayson,AL,1131
\N,GraysonValley,AL,19484
\N,Graysville,AL,2382
\N,GreenPond,AL,93
\N,Greensboro,AL,7419
\N,Greenville,AL,14074
\N,Grimes,AL,35759
\N,GroveHill,AL,4977
\N,Groveoak,AL,1058
\N,Gu-Win,AL,4340
\N,Guin,AL,4340
\N,GulfCrest,AL,5431
\N,GulfShores,AL,12705
\N,Guntersville,AL,16272
\N,Gurley,AL,6276
\N,Hackleburg,AL,2361
\N,Hacoda,AL,3555
\N,Haleburg,AL,2276
\N,Haleyville,AL,13485
\N,Hamilton,AL,11145
\N,Hammondville,AL,3573
\N,HamptonCove,AL,14216
\N,Hanceville,AL,13142
\N,Hardaway,AL,253
\N,HarkinsCrossroads,AL,5103
\N,Harpersville,AL,2082
\N,Harrisburg,AL,10456
\N,Hartford,AL,5732
\N,Hartselle,AL,24267
\N,Harvest,AL,20575
\N,Hatchechubbee,AL,441
\N,Havana,AL,6180
\N,Hawk,AL,3932
\N,Hawthorn,AL,972
\N,Hawthorne,AL,478
\N,Hayden,AL,8810
\N,Hayneville,AL,3976
\N,Haywood,AL,4366
\N,HazelGreen,AL,12783
\N,Headland,AL,7822
\N,HealingSprings,AL,3854
\N,Heath,AL,10673
\N,Heflin,AL,8659
\N,Helena,AL,34769
\N,Henagar,AL,5390
\N,HeronBay,AL,2818
\N,Higdon,AL,1398
\N,Highbluff,AL,5732
\N,Highland,AL,5582
\N,HighlandHome,AL,1318
\N,HighlandLake,AL,15570
\N,Hightower,AL,658
\N,Hillsboro,AL,2941
\N,Hodges,AL,895
\N,Hodgesville,AL,35759
\N,HokesBluff,AL,18088
\N,Hollins,AL,7
\N,HollisCrossroads,AL,8659
\N,HollyPond,AL,3268
\N,Hollytree,AL,265
\N,Hollywood,AL,2047
\N,HolyTrinity,AL,34
\N,Homewd,AL,0
\N,Homewood,AL,29544
\N,Honoraville,AL,1500
\N,HoodsCrossroads,AL,15570
\N,Hoover,AL,100269
\N,HopeHull,AL,3666
\N,Hopewell,AL,25436
\N,HornHill,AL,10058
\N,Horton,AL,5161
\N,Houston,AL,1131
\N,Hueytown,AL,25436
\N,Huffman,AL,19484
\N,HuggersLanding,AL,26767
\N,Huntsville,AL,190178
\N,Hurtsboro,AL,1580
\N,Huxford,AL,66
\N,Hybart,AL,593
\N,Hytop,AL,11581
\N,Idaho,AL,5103
\N,Ider,AL,2141
\N,IndianSpgs,AL,23020
\N,IndianSprings,AL,23020
\N,IndianSpringsVillage,AL,23020
\N,IndnSpgsVlg,AL,23020
\N,Irondale,AL,13952
\N,Irvington,AL,12476
\N,Ivalee,AL,12416
\N,Jachin,AL,35
\N,Jack,AL,1456
\N,Jackson,AL,9941
\N,JacksonsGap,AL,3264
\N,Jacksonville,AL,21060
\N,Jasper,AL,33088
\N,Jefferson,AL,0
\N,JeffersonPark,AL,13952
\N,Jemison,AL,8933
\N,Jones,AL,1089
\N,Joppa,AL,2115
\N,Josephine,AL,6873
\N,Kansas,AL,0
\N,Keego,AL,16202
\N,Kellerman,AL,0
\N,KellySprings,AL,35759
\N,Kellyton,AL,2238
\N,Kennedy,AL,1507
\N,Kent,AL,0
\N,Killen,AL,14060
\N,Kimberly,AL,2719
\N,Kingville,AL,1507
\N,Kinsey,AL,30217
\N,Kinston,AL,2198
\N,Knoxville,AL,221
\N,Koenton,AL,3854
\N,LaNett,AL,11672
\N,LaceysSpring,AL,5362
\N,LafAyette,AL,6623
\N,Lafayette,AL,6623
\N,LakeView,AL,16140
\N,Lakeview,AL,4914
\N,Lanett,AL,11672
\N,Langdale,AL,14576
\N,Langston,AL,586
\N,Lapine,AL,1490
\N,Lavaca,AL,4098
\N,Lawley,AL,568
\N,Lawrenceville,AL,6783
\N,Leeds,AL,14212
\N,Leesburg,AL,3738
\N,Leighton,AL,4635
\N,Lemoyne,AL,1481
\N,Lenox,AL,51
\N,Leroy,AL,1136
\N,Lester,AL,1030
\N,Letohatchee,AL,1396
\N,LevelPlains,AL,9072
\N,Levelroad,AL,2592
\N,Lexington,AL,3635
\N,LibertyHighlands,AL,13952
\N,Libertyville,AL,10673
\N,Lillian,AL,4271
\N,Lincoln,AL,7815
\N,Linden,AL,3260
\N,Lineville,AL,5582
\N,Lisman,AL,2017
\N,LittleRiver,AL,217
\N,Littleville,AL,11150
\N,Livingston,AL,5468
\N,Loachapoka,AL,23
\N,Lockhart,AL,465
\N,LocustFork,AL,1748
\N,Logan,AL,1375
\N,Louisville,AL,1459
\N,LowPeachTre,AL,945
\N,LowerPeachTree,AL,945
\N,Lowndesboro,AL,1644
\N,Loxley,AL,8258
\N,Luverne,AL,5706
\N,LwrPchTree,AL,945
\N,Lynn,AL,1018
\N,Macedonia,AL,2914
\N,Madison,AL,63731
\N,Madrid,AL,3837
\N,Magazine,AL,13209
\N,Magnolia,AL,344
\N,MagnoliaSpgs,AL,654
\N,MagnoliaSprings,AL,654
\N,Malcolm,AL,308
\N,Malone,AL,4366
\N,Malvern,AL,0
\N,Maplesville,AL,2901
\N,Marbury,AL,2304
\N,Margaret,AL,801
\N,Marion,AL,6165
\N,MarionJct,AL,1501
\N,MarionJunction,AL,1501
\N,Marvel,AL,14118
\N,Mathews,AL,739
\N,Maylene,AL,7172
\N,Maytown,AL,3138
\N,McCalla,AL,16140
\N,McCullough,AL,18355
\N,McIntosh,AL,3575
\N,McKenzie,AL,1820
\N,McShan,AL,0
\N,McWilliams,AL,85
\N,Mccullough,AL,18355
\N,Mckenzie,AL,1820
\N,Mcmullen,AL,4972
\N,Meadowbrook,AL,49545
\N,Megargel,AL,0
\N,MellowValley,AL,969
\N,Melvin,AL,53
\N,Mentone,AL,1889
\N,Meridianville,AL,6406
\N,Mexia,AL,0
\N,Midfield,AL,10419
\N,MidlandCity,AL,6540
\N,Midway,AL,1967
\N,Miflin,AL,6873
\N,Millbrook,AL,15066
\N,MillersFerry,AL,4814
\N,Millerville,AL,35
\N,Millport,AL,3217
\N,Millry,AL,3854
\N,Minter,AL,1161
\N,Mobile,AL,283461
\N,MonLouis,AL,2818
\N,Monroeville,AL,10738
\N,Montevallo,AL,14118
\N,Montgomery,AL,214703
\N,Montrose,AL,233
\N,Moody,AL,10427
\N,Mooresville,AL,68
\N,Morris,AL,4240
\N,Morvin,AL,0
\N,Motley,AL,2592
\N,Moulton,AL,13971
\N,Moundville,AL,6180
\N,MountHebron,AL,2009
\N,MountHope,AL,1312
\N,MountMeigs,AL,0
\N,MountOlive,AL,5367
\N,MountVernon,AL,3690
\N,MountainBrk,AL,121460
\N,MountainBrook,AL,11043
\N,MountainCreek,AL,2304
\N,Mtgy,AL,214703
\N,MtnBrook,AL,17328
\N,Mulga,AL,3138
\N,Munford,AL,5432
\N,Muscadine,AL,1395
\N,MuscleShoals,AL,16617
\N,Mville,AL,10738
\N,Myrtlewood,AL,139
\N,NCourtland,AL,1870
\N,NPort,AL,37522
\N,Nanafalia,AL,0
\N,NaturalBrg,AL,38
\N,NaturalBridge,AL,38
\N,Nauvoo,AL,5833
\N,Nectar,AL,3996
\N,Needham,AL,627
\N,NewBrockton,AL,3146
\N,NewCastle,AL,116
\N,NewHope,AL,5065
\N,NewMarket,AL,11630
\N,NewSite,AL,1570
\N,Newbern,AL,1294
\N,Newell,AL,3932
\N,Newton,AL,4885
\N,Newville,AL,1968
\N,Nixburg,AL,1089
\N,Normal,AL,0
\N,NorthCourtland,AL,1870
\N,NorthFlorence,AL,32629
\N,NorthJohns,AL,3121
\N,NorthPort,AL,37522
\N,Northport,AL,37522
\N,Notasulga,AL,3955
\N,Nport,AL,37522
\N,OakGrove,AL,26104
\N,OakHill,AL,25
\N,Oakhill,AL,25
\N,Oakman,AL,3136
\N,Odenville,AL,13842
\N,Ofelia,AL,5582
\N,Ohatchee,AL,6023
\N,OldMemphis,AL,4972
\N,Oneonta,AL,15570
\N,Onycha,AL,10058
\N,Opelika,AL,39075
\N,Opp,AL,10058
\N,OrangeBeach,AL,5808
\N,Orrville,AL,2012
\N,Overton,AL,13952
\N,OwensCrossRoads,AL,14216
\N,OwensXRds,AL,14216
\N,OwensXRoads,AL,14216
\N,Oxford,AL,18799
\N,OysterBay,AL,26767
\N,Ozark,AL,20157
\N,PaintRock,AL,653
\N,Palmerdale,AL,0
\N,Panola,AL,335
\N,Pansey,AL,972
\N,Parrish,AL,3791
\N,Patsburg,AL,5706
\N,Pelham,AL,23020
